time,signal,channel
0.7902,0.542755,3
0.7903,0.466614,3
0.7904,0.846252,3
0.7905,0.680695,3
0.7906,0.802155,3
0.7907,1.566315,3
0.7908,0.786591,3
0.7909,0.966034,3
0.791,0.999908,3
0.7911,0.870056,3
0.7912,1.252441,3
0.7913,1.064301,3
0.7914,1.073914,3
0.7915,0.953827,3
0.7916,1.345978,3
0.7917,0.701904,3
0.7918,1.329346,3
0.7919,0.969391,3
0.792,0.839233,3
0.7921,1.167755,3
0.7922,1.208038,3
0.7923,1.012726,3
0.7924,1.086884,3
0.7925,0.709534,3
0.7926,1.414337,3
0.7927,0.81543,3
0.7928,0.848846,3
0.7929,0.77774,3
0.793,0.611572,3
0.7931,0.525818,3
0.7932,1.105499,3
0.7933,0.766754,3
0.7934,1.082153,3
0.7935,1.104736,3
0.7936,1.019745,3
0.7937,0.970306,3
0.7938,1.099396,3
0.7939,1.095276,3
0.794,1.123505,3
0.7941,0.490875,3
0.7942,1.080322,3
0.7943,1.059113,3
0.7944,0.852966,3
0.7945,1.029663,3
0.7946,0.734558,3
0.7947,1.232147,3
0.7948,0.671387,3
0.7949,0.942841,3
0.795,1.387177,3
0.7951,1.000977,3
0.7952,1.082153,3
0.7953,0.920563,3
0.7954,1.755524,3
0.7955,0.773468,3
0.7956,1.195068,3
0.7957,0.919647,3
0.7958,0.953369,3
0.7959,1.448212,3
0.796,1.167755,3
0.7961,0.967407,3
0.7962,1.38031,3
0.7963,1.294556,3
0.7964,1.020813,3
0.7965,1.450958,3
0.7966,0.980682,3
0.7967,1.238556,3
0.7968,1.277771,3
0.7969,1.095276,3
0.797,1.205597,3
0.7971,1.167603,3
0.7972,0.983124,3
0.7973,0.909882,3
0.7974,0.72525,3
0.7975,1.040497,3
0.7976,1.098785,3
0.7977,1.657867,3
0.7978,1.056061,3
0.7979,1.191406,3
0.798,1.498108,3
0.7981,1.427765,3
0.7982,1.094208,3
0.7983,1.229706,3
0.7984,0.61554,3
0.7985,0.925903,3
0.7986,0.876312,3
0.7987,1.180878,3
0.7988,1.856842,3
0.7989,0.473328,3
0.799,1.007843,3
0.7991,0.865631,3
0.7992,1.132965,3
0.7993,1.459808,3
0.7994,0.514221,3
0.7995,1.327667,3
0.7996,1.283264,3
0.7997,1.051788,3
0.7998,0.872192,3
0.7999,1.516724,3
0.8,1.243896,3
0.8001,1.428986,3
0.8002,0.995178,3
0.8003,1.332245,3
0.8004,1.069183,3
0.8005,0.633545,3
0.8006,0.959778,3
0.8007,1.007996,3
0.8008,0.62149,3
0.8009,0.666046,3
0.801,0.973511,3
0.8011,1.082153,3
0.8012,1.048126,3
0.8013,0.936432,3
0.8014,0.519409,3
0.8015,1.355896,3
0.8016,0.884247,3
0.8017,1.704407,3
0.8018,1.23703,3
0.8019,1.141052,3
0.802,0.695496,3
0.8021,0.62851,3
0.8022,0.769806,3
0.8023,1.063232,3
0.8024,0.800476,3
0.8025,0.828247,3
0.8026,0.537567,3
0.8027,0.900574,3
0.8028,0.599365,3
0.8029,1.021118,3
0.803,1.404114,3
0.8031,1.043243,3
0.8032,0.740509,3
0.8033,0.857239,3
0.8034,0.862885,3
0.8035,1.190796,3
0.8036,0.391083,3
0.8037,0.844116,3
0.8038,0.778961,3
0.8039,1.076965,3
0.804,0.715942,3
0.8041,0.970917,3
0.8042,1.352997,3
0.8043,1.045532,3
0.8044,0.721588,3
0.8045,0.883179,3
0.8046,0.66803,3
0.8047,1.162109,3
0.8048,1.200562,3
0.8049,0.641632,3
0.805,1.190186,3
0.8051,1.108398,3
0.8052,0.433044,3
0.8053,0.89859,3
0.8054,0.892334,3
0.8055,1.031952,3
0.8056,1.360016,3
0.8057,0.9021,3
0.8058,0.904236,3
0.8059,0.346222,3
0.806,0.587311,3
0.8061,1.267853,3
0.8062,1.18103,3
0.8063,0.934906,3
0.8064,1.315613,3
0.8065,0.665741,3
0.8066,0.60379,3
0.8067,0.823517,3
0.8068,0.658569,3
0.8069,1.160126,3
0.807,1.136475,3
0.8071,0.982208,3
0.8072,1.16745,3
0.8073,0.966492,3
0.8074,0.944672,3
0.8075,1.023102,3
0.8076,1.091766,3
0.8077,0.405121,3
0.8078,1.33316,3
0.8079,1.078491,3
0.808,1.355438,3
0.8081,0.664673,3
0.8082,-0.075378,2
0.8083,-0.622253,2
0.8084,-0.496979,2
0.8085,-0.105286,2
0.8086,0.470581,3
0.8087,0.799255,3
0.8088,0.852966,3
0.8089,0.069427,2
0.809,-0.247498,2
0.8091,-0.405884,2
0.8092,-0.707092,2
0.8093,1.118164,3
0.8094,-0.334625,2
0.8095,0.665436,3
0.8096,0.991058,3
0.8097,1.12442,3
0.8098,0.840454,3
0.8099,1.1203,3
0.81,1.124725,3
0.8101,0.552063,3
0.8102,0.98114,3
0.8103,1.121216,3
0.8104,1.282806,3
0.8105,1.158295,3
0.8106,0.834961,3
0.8107,0.609436,3
0.8108,1.14151,3
0.8109,-0.192871,2
0.811,1.066589,3
0.8111,1.006622,3
0.8112,1.00769,3
0.8113,1.044922,3
0.8114,0.67627,3
0.8115,0.722656,3
0.8116,1.095123,3
0.8117,0.726318,3
0.8118,0.554352,3
0.8119,1.129761,3
0.812,1.22818,3
0.8121,1.012573,3
0.8122,0.840454,3
0.8123,1.263428,3
0.8124,1.003723,3
0.8125,1.519012,3
0.8126,0.769501,3
0.8127,0.800323,3
0.8128,0.571899,3
0.8129,1.253357,3
0.813,0.934143,3
0.8131,0.618744,3
0.8132,1.044464,3
0.8133,1.389923,3
0.8134,1.348724,3
0.8135,0.796509,3
0.8136,0.858002,3
0.8137,0.99884,3
0.8138,1.320343,3
0.8139,0.760345,3
0.814,1.119385,3
0.8141,0.845795,3
0.8142,1.203461,3
0.8143,1.151581,3
0.8144,1.270905,3
0.8145,0.836945,3
0.8146,1.057739,3
0.8147,1.392365,3
0.8148,1.452484,3
0.8149,0.671387,3
0.815,0.950317,3
0.8151,1.262817,3
0.8152,1.294403,3
0.8153,1.076965,3
0.8154,1.176453,3
0.8155,0.880432,3
0.8156,0.700836,3
0.8157,1.057739,3
0.8158,0.855255,3
0.8159,1.01532,3
0.816,1.101685,3
0.8161,0.699005,3
0.8162,0.536652,3
0.8163,1.152802,3
0.8164,0.626678,3
0.8165,1.434479,3
0.8166,0.733795,3
0.8167,1.226349,3
0.8168,0.693665,3
0.8169,1.398773,3
0.817,1.345825,3
0.8171,0.733795,3
0.8172,1.262207,3
0.8173,1.194,3
0.8174,0.898743,3
0.8175,1.503296,3
0.8176,1.19812,3
0.8177,0.59082,3
0.8178,0.883331,3
0.8179,1.145935,3
0.818,1.329346,3
0.8181,0.644989,3
0.8182,0.774384,3
0.8183,1.093292,3
0.8184,0.734253,3
0.8185,1.116638,3
0.8186,1.661377,3
0.8187,1.082458,3
0.8188,0.859375,3
0.8189,1.47522,3
0.819,1.312866,3
0.8191,0.919952,3
0.8192,1.199188,3
0.8193,0.949554,3
0.8194,1.017914,3
0.8195,1.301117,3
0.8196,0.595093,3
0.8197,0.605927,3
0.8198,0.745544,3
0.8199,0.983887,3
0.82,0.787659,3
0.8201,1.031799,3
0.8202,0.795135,3
0.8203,0.894928,3
0.8204,1.516266,3
0.8205,1.141052,3
0.8206,0.927582,3
0.8207,0.986481,3
0.8208,0.765076,3
0.8209,0.891724,3
0.821,0.979462,3
0.8211,0.849762,3
0.8212,1.018066,3
0.8213,1.043091,3
0.8214,1.069641,3
0.8215,0.836639,3
0.8216,0.92514,3
0.8217,0.670471,3
0.8218,1.051636,3
0.8219,0.388641,3
0.822,0.5867,3
0.8221,0.764313,3
0.8222,1.302643,3
0.8223,0.885773,3
0.8224,0.882874,3
0.8225,0.848236,3
0.8226,0.969238,3
0.8227,1.381989,3
0.8228,1.47583,3
0.8229,1.227875,3
0.823,0.639954,3
0.8231,0.92804,3
0.8232,0.853271,3
0.8233,0.891571,3
0.8234,0.700684,3
0.8235,0.131378,3
0.8236,0.992737,3
0.8237,0.658875,3
0.8238,1.236877,3
0.8239,1.035156,3
0.824,1.212616,3
0.8241,1.052399,3
0.8242,1.057434,3
0.8243,0.960999,3
0.8244,0.78949,3
0.8245,1.213837,3
0.8246,0.928955,3
0.8247,0.844421,3
0.8248,0.897827,3
0.8249,1.116638,3
0.825,1.047516,3
0.8251,0.790558,3
0.8252,0.683899,3
0.8253,0.806274,3
0.8254,1.180573,3
0.8255,0.846252,3
0.8256,1.044769,3
0.8257,0.474091,3
0.8258,1.68869,3
0.8259,0.888519,3
0.826,1.41983,3
0.8261,1.135254,3
0.8262,1.542358,3
0.8263,1.491547,3
0.8264,1.33194,3
0.8265,0.854034,3
0.8266,0.625763,3
0.8267,0.900116,3
0.8268,0.661621,3
0.8269,0.803833,3
0.827,0.906372,3
0.8271,1.011505,3
0.8272,0.526428,3
0.8273,0.970764,3
0.8274,0.878296,3
0.8275,0.693054,3
0.8276,0.951233,3
0.8277,0.553894,3
0.8278,1.294403,3
0.8279,1.048889,3
0.828,0.767822,3
0.8281,0.921173,3
0.8282,0.539246,3
0.8283,0.937195,3
0.8284,0.779572,3
0.8285,0.45105,3
0.8286,0.736084,3
0.8287,0.866394,3
0.8288,1.126404,3
0.8289,0.710449,3
0.829,1.115723,3
0.8291,1.298218,3
0.8292,0.82428,3
0.8293,0.817719,3
0.8294,1.004333,3
0.8295,0.864105,3
0.8296,0.88974,3
0.8297,1.107941,3
0.8298,1.138458,3
0.8299,1.054077,3
0.83,0.861969,3
0.8301,1.06369,3
0.8302,1.137085,3
0.8303,0.903778,3
0.8304,0.76004,3
0.8305,1.067047,3
0.8306,0.561371,3
0.8307,1.018982,3
0.8308,0.46936,3
0.8309,0.814819,3
0.831,0.949249,3
0.8311,1.452179,3
0.8312,0.298615,3
0.8313,1.271362,3
0.8314,1.053162,3
0.8315,0.7341,3
0.8316,1.424255,3
0.8317,1.580811,3
0.8318,0.614471,3
0.8319,0.719452,3
0.832,0.935822,3
0.8321,0.630188,3
0.8322,0.813599,3
0.8323,0.895538,3
0.8324,1.251068,3
0.8325,0.871582,3
0.8326,0.975952,3
0.8327,0.302734,3
0.8328,1.111298,3
0.8329,1.099548,3
0.833,0.745697,3
0.8331,0.84198,3
0.8332,0.841522,3
0.8333,0.907898,3
0.8334,0.970459,3
0.8335,0.912476,3
0.8336,1.00708,3
0.8337,0.493622,3
0.8338,1.105499,3
0.8339,0.709839,3
0.834,0.889587,3
0.8341,1.159058,3
0.8342,1.287537,3
0.8343,1.334839,3
0.8344,1.271667,3
0.8345,1.002655,3
0.8346,1.174927,3
0.8347,1.066437,3
0.8348,0.7724,3
0.8349,0.783539,3
0.835,1.287079,3
0.8351,1.257172,3
0.8352,0.812073,3
0.8353,1.340027,3
0.8354,1.13678,3
0.8355,0.94162,3
0.8356,1.110382,3
0.8357,-0.335846,2
0.8358,-0.569916,2
0.8359,-0.369873,2
0.836,1.529083,3
0.8361,1.909637,3
0.8362,-0.391693,2
0.8363,-0.225525,2
0.8364,-0.044708,2
0.8365,1.523743,3
0.8366,0.820313,3
0.8367,1.23642,3
0.8368,0.843658,3
0.8369,1.234131,3
0.837,1.187439,3
0.8371,1.11084,3
0.8372,0.746765,3
0.8373,0.6604,3
0.8374,1.254425,3
0.8375,0.856323,3
0.8376,0.514069,3
0.8377,0.908203,3
0.8378,0.325012,2
0.8379,0.886688,3
0.838,0.081635,2
0.8381,-0.394135,2
0.8382,-1.533661,1
0.8383,-0.776825,2
0.8384,1.272888,3
0.8385,-0.14801,2
0.8386,-0.346985,2
0.8387,0.247955,2
0.8388,-1.183167,1
0.8389,-1.030731,1
0.839,-1.539154,1
0.8391,-0.487518,2
0.8392,-0.381775,2
0.8393,-0.051422,2
0.8394,0.02533,2
0.8395,-0.353088,2
0.8396,0.479889,3
0.8397,-0.29068,2
0.8398,0.012207,2
0.8399,1.131287,3
0.84,-0.23056,2
0.8401,0.031128,2
0.8402,-0.203552,2
0.8403,-0.55481,2
0.8404,-0.56015,2
0.8405,-1.228638,1
0.8406,-1.184692,1
0.8407,-0.423737,2
0.8408,-0.289764,2
0.8409,0.824585,3
0.841,-0.277557,2
0.8411,-0.26123,2
0.8412,-0.645905,2
0.8413,-1.620026,1
0.8414,-0.175934,2
0.8415,-0.298615,2
0.8416,0.110168,2
0.8417,0.523987,3
0.8418,0.927429,3
0.8419,0.850983,3
0.842,-0.210419,2
0.8421,0.988159,3
0.8422,1.027374,3
0.8423,1.302643,3
0.8424,-0.45166,2
0.8425,0.656433,3
0.8426,0.85083,3
0.8427,-0.508423,2
0.8428,-0.613098,2
0.8429,1.378479,3
0.843,1.082153,3
0.8431,1.238861,3
0.8432,0.728302,3
0.8433,-0.1474,2
0.8434,-0.149689,2
0.8435,-0.313873,2
0.8436,-0.37384,2
0.8437,-0.254364,2
0.8438,-0.812073,2
0.8439,0.598297,3
0.844,1.567993,3
0.8441,0.018768,2
0.8442,1.058807,3
0.8443,0.969696,3
0.8444,-0.225677,2
0.8445,-0.447083,2
0.8446,-0.161438,2
0.8447,-0.569305,2
0.8448,-0.155945,2
0.8449,1.01181,3
0.845,0.674286,3
0.8451,1.225891,3
0.8452,0.99411,3
0.8453,0.887146,3
0.8454,0.896454,3
0.8455,1.184845,3
0.8456,0.769043,3
0.8457,1.112671,3
0.8458,1.100922,3
0.8459,1.25824,3
0.846,0.655975,3
0.8461,1.094208,3
0.8462,0.467529,3
0.8463,0.666809,3
0.8464,0.537872,3
0.8465,0.872498,3
0.8466,-0.416107,2
0.8467,-0.094299,2
0.8468,0.829926,3
0.8469,1.028595,3
0.847,1.11145,3
0.8471,1.080017,3
0.8472,1.213989,3
0.8473,1.494751,3
0.8474,-0.402985,2
0.8475,0.833435,3
0.8476,1.018219,3
0.8477,0.823364,3
0.8478,0.781403,3
0.8479,0.716095,3
0.848,1.268768,3
0.8481,1.08963,3
0.8482,0.525055,3
0.8483,0.978241,3
0.8484,0.866089,3
0.8485,0.728149,3
0.8486,1.41861,3
0.8487,0.788727,3
0.8488,1.15387,3
0.8489,0.233307,3
0.849,0.357056,3
0.8491,0.837402,3
0.8492,0.007477,2
0.8493,-0.447083,2
0.8494,0.009613,2
0.8495,-0.732727,2
0.8496,0.127563,2
0.8497,-0.171051,2
0.8498,-0.825043,2
0.8499,-0.767059,2
0.85,-0.415802,2
0.8501,-0.049591,2
0.8502,0.424652,3
0.8503,1.152496,3
0.8504,-0.610352,2
0.8505,-0.502777,2
0.8506,-0.174255,2
0.8507,-0.583496,2
0.8508,-0.354156,2
0.8509,-0.174103,2
0.851,-0.208282,2
0.8511,-0.244141,2
0.8512,1.16272,3
0.8513,-0.688477,2
0.8514,-0.305786,2
0.8515,-0.428009,2
0.8516,0.350952,3
0.8517,0.767059,3
0.8518,0.563202,3
0.8519,0.746307,3
0.852,-0.658264,2
0.8521,-0.256348,2
0.8522,0.15686,2
0.8523,0.00473,2
0.8524,1.077271,3
0.8525,1.425323,3
0.8526,0.943604,3
0.8527,0.771179,3
0.8528,0.879517,3
0.8529,1.202087,3
0.853,0.989227,3
0.8531,1.154022,3
0.8532,1.122589,3
0.8533,1.281128,3
0.8534,1.068115,3
0.8535,1.165161,3
0.8536,0.868073,3
0.8537,0.565796,3
0.8538,1.177521,3
0.8539,1.308899,3
0.854,0.907898,3
0.8541,1.32843,3
0.8542,0.955658,3
0.8543,1.100616,3
0.8544,1.510773,3
0.8545,1.014404,3
0.8546,0.58197,3
0.8547,0.83725,3
0.8548,0.930176,3
0.8549,1.181335,3
0.855,1.303864,3
0.8551,0.88562,3
0.8552,1.308136,3
0.8553,1.027527,3
0.8554,0.43335,3
0.8555,1.10321,3
0.8556,0.677643,3
0.8557,0.44632,3
0.8558,0.632935,3
0.8559,0.769196,3
0.856,0.934601,3
0.8561,1.148224,3
0.8562,0.928497,3
0.8563,1.281128,3
0.8564,-0.362396,2
0.8565,0.116272,2
0.8566,0.835266,3
0.8567,1.304779,3
0.8568,1.403961,3
0.8569,-0.566711,2
0.857,-0.031281,2
0.8571,0.987244,3
0.8572,-0.41214,2
0.8573,0.79834,3
0.8574,1.141357,3
0.8575,-0.023346,2
0.8576,1.363525,3
0.8577,0.85434,3
0.8578,0.951996,3
0.8579,-0.101776,2
0.858,0.866089,3
0.8581,-0.240021,2
0.8582,-0.097351,2
0.8583,0.053253,2
0.8584,1.175842,3
0.8585,0.952148,3
0.8586,1.226349,3
0.8587,1.127014,3
0.8588,0.779419,3
0.8589,1.154327,3
0.859,1.339417,3
0.8591,0.780182,3
0.8592,0.983276,3
0.8593,1.178436,3
0.8594,1.343079,3
0.8595,1.274414,3
0.8596,0.744324,3
0.8597,0.966034,3
0.8598,0.885315,3
0.8599,1.000671,3
0.86,0.879364,3
0.8601,0.613403,3
0.8602,0.920715,3
0.8603,0.721893,3
0.8604,1.042938,3
0.8605,1.35498,3
0.8606,1.053467,3
0.8607,0.414886,3
0.8608,1.388855,3
0.8609,0.766907,3
0.861,0.78125,3
0.8611,0.802765,3
0.8612,1.023102,3
0.8613,1.087494,3
0.8614,0.798645,3
0.8615,0.812225,3
0.8616,0.826569,3
0.8617,0.87738,3
0.8618,1.529236,3
0.8619,1.090393,3
0.862,1.256409,3
0.8621,1.062469,3
0.8622,0.567932,3
0.8623,0.608521,3
0.8624,1.483917,3
0.8625,0.737152,3
0.8626,1.1763,3
0.8627,1.248169,3
0.8628,0.504456,3
0.8629,1.272888,3
0.863,0.713196,3
0.8631,1.289825,3
0.8632,0.329742,3
0.8633,0.714722,3
0.8634,0.725403,3
0.8635,0.796356,3
0.8636,0.710144,3
0.8637,0.686798,3
0.8638,1.003723,3
0.8639,1.636658,3
0.864,0.921783,3
0.8641,1.135101,3
0.8642,0.922546,3
0.8643,1.070404,3
0.8644,0.876617,3
0.8645,-0.419312,2
0.8646,0.966339,3
0.8647,0.097961,2
0.8648,-0.265198,2
0.8649,-0.315247,2
0.865,-0.573883,2
0.8651,0.235748,2
0.8652,1.376343,3
0.8653,1.169128,3
0.8654,1.356659,3
0.8655,0.917206,3
0.8656,1.427002,3
0.8657,1.016998,3
0.8658,-0.450439,2
0.8659,0.823822,3
0.866,0.718842,3
0.8661,-0.004883,2
0.8662,-0.305328,2
0.8663,-0.671082,2
0.8664,-0.146027,2
0.8665,-0.172577,2
0.8666,-0.477142,2
0.8667,-0.578766,2
0.8668,-1.581116,1
0.8669,-1.859131,1
0.867,-1.454315,1
0.8671,-0.546112,2
0.8672,-0.342712,2
0.8673,-1.216431,1
0.8674,-1.861877,1
0.8675,-1.343994,1
0.8676,-0.419617,2
0.8677,-0.226135,2
0.8678,-1.624603,1
0.8679,-1.483765,1
0.868,-1.41861,1
0.8681,-0.678711,2
0.8682,0.03067,2
0.8683,-1.859436,1
0.8684,-0.976868,1
0.8685,-1.887665,1
0.8686,1.347656,3
0.8687,0.709991,3
0.8688,-1.828766,1
0.8689,-0.314026,2
0.869,-0.195618,2
0.8691,-0.359192,2
0.8692,1.227264,3
0.8693,-0.320129,2
0.8694,0.752411,3
0.8695,-1.468353,1
0.8696,-1.444855,1
0.8697,1.085052,3
0.8698,-0.132751,2
0.8699,-0.638123,2
0.87,-0.183411,2
0.8701,0.726471,3
0.8702,-0.503845,2
0.8703,-1.755066,1
0.8704,-1.423035,1
0.8705,-0.529327,2
0.8706,-0.72052,2
0.8707,-0.251465,2
0.8708,-0.383453,2
0.8709,-0.55954,2
0.871,-0.446014,2
0.8711,1.173401,3
0.8712,0.257568,2
0.8713,-0.324707,2
0.8714,-0.368652,2
0.8715,-0.140991,2
0.8716,-0.54245,2
0.8717,-0.315247,2
0.8718,-0.086212,2
0.8719,-0.254059,2
0.872,0.005188,2
0.8721,-0.065308,2
0.8722,1.304321,3
0.8723,0.744019,3
0.8724,1.098175,3
0.8725,0.800018,3
0.8726,0.85907,3
0.8727,0.937805,3
0.8728,-0.191498,2
0.8729,-0.314026,2
0.873,1.118927,3
0.8731,0.923157,3
0.8732,0.782928,3
0.8733,0.94223,3
0.8734,0.883026,3
0.8735,0.814514,3
0.8736,0.68573,3
0.8737,0.585632,3
0.8738,0.928802,3
0.8739,0.766754,3
0.874,1.100769,3
0.8741,0.987854,3
0.8742,1.224823,3
0.8743,1.011505,3
0.8744,0.891418,3
0.8745,1.320648,3
0.8746,0.704346,3
0.8747,1.679535,3
0.8748,0.752258,3
0.8749,0.88913,3
0.875,0.218506,2
0.8751,1.040344,3
0.8752,1.164703,3
0.8753,-0.241089,2
0.8754,-0.120239,2
0.8755,-0.390015,2
0.8756,1.747742,3
0.8757,1.156464,3
0.8758,0.548096,3
0.8759,0.963135,3
0.876,-0.354614,2
0.8761,-0.125275,2
0.8762,-0.583801,2
0.8763,0.445862,3
0.8764,-0.557556,2
0.8765,-0.289307,2
0.8766,-0.511932,2
0.8767,0.682068,3
0.8768,1.141205,3
0.8769,1.107635,3
0.877,1.277618,3
0.8771,1.257935,3
0.8772,-0.118713,2
0.8773,-0.076904,2
0.8774,-0.54184,2
0.8775,0.098877,2
0.8776,1.367493,3
0.8777,-0.735321,2
0.8778,-0.103149,2
0.8779,-0.339355,2
0.878,1.257019,3
0.8781,-0.221252,2
0.8782,-0.81604,2
0.8783,0.254059,2
0.8784,-0.204926,2
0.8785,-0.258179,2
0.8786,-0.391541,2
0.8787,-0.117798,2
0.8788,-0.055389,2
0.8789,-0.562439,2
0.879,0.814972,3
0.8791,1.009979,3
0.8792,0.917664,3
0.8793,1.099701,3
0.8794,-0.259399,2
0.8795,-0.269165,2
0.8796,-0.455627,2
0.8797,-0.300751,2
0.8798,0.859833,3
0.8799,0.726624,3
0.88,0.783997,3
0.8801,1.657104,3
0.8802,1.20285,3
0.8803,0.332794,2
0.8804,-0.381165,2
0.8805,1.025543,3
0.8806,-0.231323,2
0.8807,-0.035553,2
0.8808,-0.516205,2
0.8809,-0.88974,1
0.881,-0.563965,2
0.8811,-0.384979,2
0.8812,0.18631,2
0.8813,0.007019,2
0.8814,0.665436,3
0.8815,1.386414,3
0.8816,-0.263977,2
0.8817,-0.372925,2
0.8818,0.239563,2
0.8819,-0.171356,2
0.882,0.786285,3
0.8821,1.108551,3
0.8822,0.343475,2
0.8823,-0.593109,2
0.8824,-1.33728,1
0.8825,0.790558,3
0.8826,1.459808,3
0.8827,0.148468,2
0.8828,-1.263428,1
0.8829,-0.433807,2
0.883,-1.4534,1
0.8831,-1.289825,1
0.8832,-1.360626,1
0.8833,-0.017853,2
0.8834,-1.665955,1
0.8835,-1.627197,1
0.8836,-0.597076,2
0.8837,-0.513306,2
0.8838,-0.44342,2
0.8839,-0.537109,2
0.884,-0.302277,2
0.8841,0.769196,3
0.8842,1.56662,3
0.8843,0.88913,3
0.8844,0.001068,2
0.8845,1.217346,3
0.8846,0.931091,3
0.8847,1.233521,3
0.8848,-0.122833,2
0.8849,0.181732,2
0.885,1.178741,3
0.8851,0.875397,3
0.8852,-0.189362,2
0.8853,-0.205536,2
0.8854,-0.185089,2
0.8855,-0.685577,2
0.8856,-0.226135,2
0.8857,-0.113678,2
0.8858,-0.281372,2
0.8859,-0.497284,2
0.886,-0.26001,2
0.8861,-0.71167,2
0.8862,0.77301,3
0.8863,1.345978,3
0.8864,-0.267029,2
0.8865,-0.397186,2
0.8866,-0.309448,2
0.8867,-0.271301,2
0.8868,-0.202942,2
0.8869,-0.449829,2
0.887,-0.329742,2
0.8871,0.829773,3
0.8872,0.592194,3
0.8873,0.991821,3
0.8874,-0.667572,2
0.8875,-0.605469,2
0.8876,-0.38269,2
0.8877,1.212616,3
0.8878,0.591583,3
0.8879,1.16272,3
0.888,-0.339966,2
0.8881,-0.158234,2
0.8882,0.831299,3
0.8883,0.512085,3
0.8884,-0.291595,2
0.8885,-0.719147,2
0.8886,-1.324463,1
0.8887,-1.621704,1
0.8888,-1.353302,1
0.8889,-2.104034,1
0.889,-0.350647,2
0.8891,-0.712433,2
0.8892,-0.455627,2
0.8893,0.058594,2
0.8894,0.382385,2
0.8895,-0.214386,2
0.8896,-0.022125,2
0.8897,-0.680084,2
0.8898,-0.135803,2
0.8899,-0.894928,2
0.89,-0.093231,2
0.8901,-1.496735,1
0.8902,-1.363678,1
0.8903,-0.112457,2
0.8904,-0.430298,2
0.8905,-0.426636,2
0.8906,-0.356598,2
0.8907,1.375122,3
0.8908,1.332092,3
0.8909,0.972137,3
0.891,-0.018158,2
0.8911,-0.290375,2
0.8912,-0.002289,2
0.8913,0.648651,3
0.8914,0.784912,3
0.8915,0.999451,3
0.8916,1.034241,3
0.8917,1.204529,3
0.8918,1.066895,3
0.8919,1.205902,3
0.892,-0.463257,2
0.8921,-0.30304,2
0.8922,-0.155792,2
0.8923,-0.058136,2
0.8924,1.083069,3
0.8925,-0.563049,2
0.8926,-0.394287,2
0.8927,-0.180054,2
0.8928,-0.345001,2
0.8929,-0.180511,2
0.893,-0.419006,2
0.8931,-0.197144,2
0.8932,-0.625916,2
0.8933,-0.219421,2
0.8934,-0.536499,2
0.8935,-0.641632,2
0.8936,0.241699,2
0.8937,-0.329742,2
0.8938,1.052551,3
0.8939,1.286011,3
0.894,1.208344,3
0.8941,-0.179291,2
0.8942,0.018005,2
0.8943,0.927734,3
0.8944,1.436005,3
0.8945,-0.239563,2
0.8946,-0.324554,2
0.8947,-0.074615,2
0.8948,-0.361481,2
0.8949,-1.598053,1
0.895,-1.513977,1
0.8951,-0.813446,1
0.8952,-1.173706,1
0.8953,-1.992493,1
0.8954,-1.502228,1
0.8955,0.045319,2
0.8956,-2.352295,1
0.8957,-2.243347,1
0.8958,-1.774139,1
0.8959,-1.268005,1
0.896,-1.317749,1
0.8961,-0.21286,2
0.8962,-0.00061,2
0.8963,0.931549,3
0.8964,-0.247955,2
0.8965,-1.538239,1
0.8966,-0.306396,2
0.8967,0.063324,2
0.8968,-0.236359,2
0.8969,-0.693817,2
0.897,1.040497,3
0.8971,-1.420288,1
0.8972,0.398254,2
0.8973,-0.162506,2
0.8974,-0.550232,2
0.8975,-0.178375,2
0.8976,-1.640625,1
0.8977,-0.254822,2
0.8978,-0.877228,1
0.8979,-0.449219,2
0.898,-1.408081,1
0.8981,-1.593323,1
0.8982,-2.851715,0
0.8983,-3.166199,0
0.8984,-2.582092,0
0.8985,-1.25412,1
0.8986,-2.617645,0
0.8987,-2.524261,0
0.8988,-1.433716,1
0.8989,-0.006714,2
0.899,-0.475006,2
0.8991,-1.27533,1
0.8992,-0.025787,2
0.8993,0.070648,2
0.8994,-0.257416,2
0.8995,-0.185394,2
0.8996,-1.395416,1
0.8997,-1.977692,1
0.8998,-1.860657,0
0.8999,-0.222626,2
0.9,-1.236115,1
0.9001,-0.572662,2
0.9002,-1.425171,1
0.9003,-2.52243,0
0.9004,-2.837219,0
0.9005,-1.841888,1
0.9006,-1.32843,1
0.9007,-2.217712,1
0.9008,-1.786499,1
0.9009,-1.781464,1
0.901,-1.07254,1
0.9011,-0.800018,1
0.9012,-2.786865,0
0.9013,-1.481628,1
0.9014,-2.679596,0
0.9015,-1.464539,1
0.9016,-0.236969,2
0.9017,1.115265,3
0.9018,1.130066,3
0.9019,0.682831,3
0.902,1.577301,3
0.9021,-1.729889,1
0.9022,-0.12085,2
0.9023,-1.393738,1
0.9024,-1.326752,1
0.9025,-0.426483,2
0.9026,-1.140289,1
0.9027,-1.49353,1
0.9028,-3.123169,0
0.9029,-2.685547,0
0.903,0.131226,2
0.9031,-1.338501,1
0.9032,-0.351715,2
0.9033,-1.47995,1
0.9034,-1.919861,1
0.9035,-1.752167,1
0.9036,-0.966644,1
0.9037,-1.376953,1
0.9038,-1.675415,1
0.9039,-1.422119,1
0.904,-1.954498,1
0.9041,-2.506256,0
0.9042,-0.411682,2
0.9043,-0.224915,2
0.9044,-1.215363,1
0.9045,-1.515198,1
0.9046,-1.651611,1
0.9047,-2.533264,0
